OrderDate,ProductID,CustomerID,ShipmentID,OrderReference,Quantity,Discount,Sales,Profit,DiscountAmount,SalesWoDiscount,CustomerName,Segment,ProductName,Category,SubCategory,ShipDate,ShipMode,PostalCode,City,Country,Region,State
2014-12-29 00:00:00,TEC-PH-10000003,AJ-10795,143,CA-2014-110786,3,0.2,191.976,19.1976,47.994,239.97,Anthony Johnson,Corporate,Mophie Juice Pack Helium for iPhone,Technology,Phones,2015-01-02 00:00:00,Standard Class,94110,San Francisco,United States,West,California
2016-07-16 00:00:00,TEC-PH-10000003,CK-12205,4479,US-2016-100720,3,0.4,143.982,-28.7964,95.988,239.97,Chloris Kastensmidt,Consumer,Mophie Juice Pack Helium for iPhone,Technology,Phones,2016-07-21 00:00:00,Standard Class,19120,Philadelphia,United States,East,Pennsylvania
2017-09-19 00:00:00,TEC-PH-10000003,JR-16210,3647,CA-2017-143378,3,0.2,191.976,19.1976,47.994,239.97,Justin Ritter,Corporate,Mophie Juice Pack Helium for iPhone,Technology,Phones,2017-09-25 00:00:00,Standard Class,97477,Springfield,United States,West,Oregon
2014-11-11 00:00:00,TEC-PH-10000003,MA-17560,493,CA-2014-140732,9,0.2,575.928,57.5928,143.982,719.91,Matt Abelman,Home Office,Mophie Juice Pack Helium for iPhone,Technology,Phones,2014-11-13 00:00:00,Second Class,90004,Los Angeles,United States,West,California
2017-06-26 00:00:00,TEC-PH-10000003,SC-20725,4049,CA-2017-163531,3,0.0,239.97,67.1916,0.0,239.97,Steven Cartwright,Consumer,Mophie Juice Pack Helium for iPhone,Technology,Phones,2017-06-30 00:00:00,Standard Class,10024,New York City,United States,East,New York
2014-06-02 00:00:00,TEC-PH-10000003,SV-20785,12,CA-2014-100895,3,0.0,239.97,67.1916,0.0,239.97,Stewart Visinsky,Consumer,Mophie Juice Pack Helium for iPhone,Technology,Phones,2014-06-06 00:00:00,Standard Class,30076,Roswell,United States,South,Georgia
2016-12-09 00:00:00,TEC-PH-10000004,EB-13870,2619,CA-2016-159989,3,0.2,40.68,-9.153,10.17,50.85,Emily Burns,Consumer,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,2016-12-13 00:00:00,Standard Class,37064,Franklin,United States,South,Tennessee
2017-01-14 00:00:00,TEC-PH-10000004,HR-14770,3049,CA-2017-113278,4,0.0,67.8,1.356,0.0,67.8,Hallie Redmond,Home Office,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,2017-01-20 00:00:00,Standard Class,47374,Richmond,United States,Central,Indiana
2014-12-15 00:00:00,TEC-PH-10000004,MC-18100,24,CA-2014-101602,3,0.2,40.68,-9.153,10.17,50.85,Mick Crebagga,Consumer,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,2014-12-18 00:00:00,First Class,79907,El Paso,United States,Central,Texas
2015-09-17 00:00:00,TEC-PH-10000004,PF-19120,4380,US-2015-126977,4,0.0,67.8,1.356,0.0,67.8,Peter Fuller,Consumer,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,2015-09-23 00:00:00,Standard Class,10035,New York City,United States,East,New York
2016-01-05 00:00:00,TEC-PH-10000005,AJ-10795,2229,CA-2016-134474,2,0.2,59.184,5.1786,14.796,73.98,Anthony Johnson,Corporate,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2016-01-07 00:00:00,Second Class,32216,Jacksonville,United States,South,Florida
2015-04-22 00:00:00,TEC-PH-10000005,AZ-10750,1472,CA-2015-151253,3,0.2,88.776,7.7679,22.194,110.97,Annie Zypern,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2015-04-26 00:00:00,Standard Class,90008,Los Angeles,United States,West,California
2017-06-10 00:00:00,TEC-PH-10000005,BD-11320,3932,CA-2017-158071,3,0.2,88.776,7.7679,22.194,110.97,Bill Donatelli,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2017-06-15 00:00:00,Standard Class,98103,Seattle,United States,West,Washington
2017-02-11 00:00:00,TEC-PH-10000005,CS-11845,3418,CA-2017-131828,3,0.2,88.776,7.7679,22.194,110.97,Cari Sayre,Corporate,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2017-02-13 00:00:00,Second Class,98105,Seattle,United States,West,Washington
2014-11-21 00:00:00,TEC-PH-10000005,DH-13075,30,CA-2014-102274,1,0.0,36.99,9.9873,0.0,36.99,Dave Hallsten,Corporate,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2014-11-26 00:00:00,Standard Class,40475,Richmond,United States,South,Kentucky
2015-12-25 00:00:00,TEC-PH-10000005,DL-13495,1500,CA-2015-153717,2,0.0,73.98,19.9746,0.0,73.98,Dionis Lloyd,Corporate,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2016-01-01 00:00:00,Standard Class,48227,Detroit,United States,Central,Michigan
2014-07-02 00:00:00,TEC-PH-10000005,EH-13945,101,CA-2014-107594,2,0.0,73.98,19.9746,0.0,73.98,Eric Hoffmann,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2014-07-06 00:00:00,Standard Class,7060,Plainfield,United States,East,New Jersey
2017-05-15 00:00:00,TEC-PH-10000005,JA-15970,2839,CA-2017-102414,1,0.2,29.592,2.5893,7.398,36.99,Joseph Airdo,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2017-05-18 00:00:00,Second Class,85023,Phoenix,United States,West,Arizona
2014-11-02 00:00:00,TEC-PH-10000005,PO-18850,578,CA-2014-148782,3,0.2,88.776,7.7679,22.194,110.97,Patrick O'Brill,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2014-11-07 00:00:00,Standard Class,75061,Irving,United States,Central,Texas
2015-11-21 00:00:00,TEC-PH-10000005,SS-20410,1049,CA-2015-119879,5,0.4,110.97,-24.0435,73.98,184.95,Shahid Shariari,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,2015-11-25 00:00:00,Standard Class,19120,Philadelphia,United States,East,Pennsylvania
2014-12-29 00:00:00,TEC-PH-10000006,AI-10855,32,CA-2014-102330,4,0.2,319.968,35.9964,79.992,399.96,Arianne Irving,Consumer,HTC One,Technology,Phones,2015-01-03 00:00:00,Standard Class,94513,Brentwood,United States,West,California
2015-12-14 00:00:00,TEC-PH-10000006,DJ-13630,1099,CA-2015-123232,4,0.2,319.968,35.9964,79.992,399.96,Doug Jacobs,Consumer,HTC One,Technology,Phones,2015-12-16 00:00:00,Second Class,97206,Portland,United States,West,Oregon
2015-11-16 00:00:00,TEC-PH-10000006,MC-17605,1395,CA-2015-145394,3,0.2,239.976,26.9973,59.994,299.97,Matt Connell,Corporate,HTC One,Technology,Phones,2015-11-20 00:00:00,Standard Class,60610,Chicago,United States,Central,Illinois
2017-06-15 00:00:00,TEC-PH-10000006,TS-21205,3164,CA-2017-119284,3,0.2,239.976,26.9973,59.994,299.97,Thomas Seio,Corporate,HTC One,Technology,Phones,2017-06-20 00:00:00,Standard Class,37211,Nashville,United States,South,Tennessee
2014-12-01 00:00:00,TEC-PH-10000007,AA-10645,525,CA-2014-143210,2,0.0,271.9,78.851,0.0,271.9,Anna Andreadi,Consumer,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,2014-12-03 00:00:00,First Class,1852,Lowell,United States,East,Massachusetts
2014-11-01 00:00:00,TEC-PH-10000007,KH-16630,35,CA-2014-102673,9,0.2,978.84,110.1195,244.71,1223.55,Ken Heidel,Corporate,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,2014-11-05 00:00:00,Standard Class,28205,Charlotte,United States,South,North Carolina
2016-06-26 00:00:00,TEC-PH-10000007,PF-19225,2624,CA-2016-160234,1,0.0,135.95,39.4255,0.0,135.95,Phillip Flathmann,Consumer,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,2016-07-03 00:00:00,Standard Class,30318,Atlanta,United States,South,Georgia
2016-11-15 00:00:00,TEC-PH-10000008,AH-10690,2437,CA-2016-148740,2,0.2,361.376,27.1032,90.344,451.72,Anna Häberlin,Corporate,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2016-11-19 00:00:00,Standard Class,92024,San Diego,United States,West,California
2017-07-21 00:00:00,TEC-PH-10000008,AR-10825,3154,CA-2017-118724,9,0.2,1626.192,121.9644,406.548,2032.74,Anthony Rawles,Corporate,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2017-07-25 00:00:00,Second Class,94521,Concord,United States,West,California
2017-11-03 00:00:00,TEC-PH-10000008,BF-11275,3997,CA-2017-161130,2,0.2,361.376,27.1032,90.344,451.72,Beth Fritzler,Corporate,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2017-11-08 00:00:00,Standard Class,33178,Miami,United States,South,Florida
2017-03-31 00:00:00,TEC-PH-10000008,CM-12115,2793,CA-2017-100524,3,0.0,677.58,176.1708,0.0,677.58,Chad McGuire,Consumer,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2017-04-02 00:00:00,Second Class,10011,New York City,United States,East,New York
2014-09-09 00:00:00,TEC-PH-10000008,LC-17140,36,CA-2014-102869,1,0.4,135.516,-31.6204,90.344,225.86,Logan Currie,Consumer,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2014-09-14 00:00:00,Second Class,19140,Philadelphia,United States,East,Pennsylvania
2017-04-30 00:00:00,TEC-PH-10000008,QJ-19255,3669,CA-2017-144526,5,0.4,677.58,-158.102,451.72,1129.3,Quincy Jones,Corporate,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2017-05-06 00:00:00,Standard Class,19143,Philadelphia,United States,East,Pennsylvania
2014-04-05 00:00:00,TEC-PH-10000009,GM-14695,37,CA-2014-102988,1,0.0,28.99,8.4071,0.0,28.99,Greg Maxwell,Corporate,AT&T CL82213,Technology,Phones,2014-04-09 00:00:00,Second Class,22304,Alexandria,United States,South,Virginia
2017-09-22 00:00:00,TEC-PH-10000009,JE-15610,4095,CA-2017-166317,3,0.0,86.97,25.2213,0.0,86.97,Jim Epp,Corporate,AT&T CL82213,Technology,Phones,2017-09-26 00:00:00,Standard Class,53209,Milwaukee,United States,Central,Wisconsin
2014-02-06 00:00:00,TEC-PH-10000009,ND-18460,393,CA-2014-131905,5,0.0,144.95,42.0355,0.0,144.95,Neil Ducich,Corporate,AT&T CL82213,Technology,Phones,2014-02-09 00:00:00,First Class,23320,Chesapeake,United States,South,Virginia
2015-12-06 00:00:00,TEC-PH-10000009,RO-19780,1502,CA-2015-153752,6,0.0,173.94,50.4426,0.0,173.94,Rose O'Brian,Consumer,AT&T CL82213,Technology,Phones,2015-12-11 00:00:00,Second Class,22204,Arlington,United States,South,Virginia
2014-11-02 00:00:00,TEC-PH-10000009,SH-20395,202,CA-2014-115889,2,0.2,46.384,5.2182,11.596,57.98,Shahid Hopkins,Consumer,AT&T CL82213,Technology,Phones,2014-11-06 00:00:00,Standard Class,94122,San Francisco,United States,West,California
2015-10-01 00:00:00,TEC-PH-10000010,EM-13960,1545,CA-2015-156566,2,0.2,572.8,50.12,143.2,716.0,Eric Murdock,Consumer,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2015-10-04 00:00:00,First Class,97206,Portland,United States,West,Oregon
2016-09-29 00:00:00,TEC-PH-10000010,ES-14080,1807,CA-2016-108056,3,0.2,859.2,75.18,214.8,1074.0,Erin Smith,Corporate,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2016-10-03 00:00:00,Standard Class,97477,Springfield,United States,West,Oregon
2017-09-24 00:00:00,TEC-PH-10000010,FA-14230,3235,CA-2017-122364,3,0.2,859.2,75.18,214.8,1074.0,Frank Atkinson,Corporate,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2017-09-29 00:00:00,Standard Class,90008,Los Angeles,United States,West,California
2014-05-10 00:00:00,TEC-PH-10000010,GM-14680,43,CA-2014-103310,5,0.2,1432.0,125.3,358.0,1790.0,Greg Matthias,Consumer,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2014-05-15 00:00:00,Standard Class,95123,San Jose,United States,West,California
2017-07-28 00:00:00,TEC-PH-10000010,MH-17620,3399,CA-2017-130841,4,0.2,1145.6,100.24,286.4,1432.0,Matt Hagelstein,Corporate,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2017-08-01 00:00:00,Standard Class,94110,San Francisco,United States,West,California
2017-01-19 00:00:00,TEC-PH-10000010,NS-18505,3844,CA-2017-153045,2,0.4,429.6,-93.08,286.4,716.0,Neola Schneider,Consumer,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2017-01-24 00:00:00,Second Class,19140,Philadelphia,United States,East,Pennsylvania
2017-11-02 00:00:00,TEC-PH-10000010,TH-21115,3344,CA-2017-127782,4,0.4,859.2,-186.16,572.8,1432.0,Thea Hudgings,Corporate,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2017-11-06 00:00:00,Standard Class,19140,Philadelphia,United States,East,Pennsylvania
2016-05-28 00:00:00,TEC-PH-10000010,TN-21040,2025,CA-2016-121377,1,0.2,286.4,25.06,71.6,358.0,Tanja Norvell,Home Office,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2016-06-02 00:00:00,Standard Class,60068,Park Ridge,United States,Central,Illinois
2015-07-11 00:00:00,TEC-PH-10000010,TS-21370,1277,CA-2015-136469,2,0.0,716.0,193.32,0.0,716.0,Todd Sumrall,Corporate,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2015-07-12 00:00:00,First Class,19805,Wilmington,United States,East,Delaware
2015-12-08 00:00:00,TEC-PH-10000010,TT-21460,1267,CA-2015-135622,6,0.2,1718.4,150.36,429.6,2148.0,Tonja Turnell,Home Office,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2015-12-11 00:00:00,Second Class,76106,Fort Worth,United States,Central,Texas
2014-05-18 00:00:00,TEC-PH-10000011,BS-11755,47,CA-2014-103373,2,0.4,779.796,-168.9558,519.864,1299.66,Bruce Stewart,Consumer,Apple iPhone 5,Technology,Phones,2014-05-24 00:00:00,Standard Class,44105,Cleveland,United States,East,Ohio
2014-11-19 00:00:00,TEC-PH-10000011,JM-15865,539,CA-2014-144624,7,0.0,4548.81,1228.1787,0.0,4548.81,John Murray,Consumer,Apple iPhone 5,Technology,Phones,2014-11-23 00:00:00,Standard Class,14701,Jamestown,United States,East,New York
2016-03-10 00:00:00,TEC-PH-10000011,KF-16285,2604,CA-2016-159016,8,0.2,4158.912,363.9048,1039.728,5198.64,Karen Ferguson,Home Office,Apple iPhone 5,Technology,Phones,2016-03-11 00:00:00,First Class,90008,Los Angeles,United States,West,California
2017-09-24 00:00:00,TEC-PH-10000011,MH-18115,3219,CA-2017-121839,3,0.4,1169.694,-253.4337,779.796,1949.49,Mick Hernandez,Home Office,Apple iPhone 5,Technology,Phones,2017-09-28 00:00:00,Standard Class,43130,Lancaster,United States,East,Ohio
2017-09-20 00:00:00,TEC-PH-10000011,SV-20365,2780,CA-2017-100111,2,0.0,1299.66,350.9082,0.0,1299.66,Seth Vernon,Consumer,Apple iPhone 5,Technology,Phones,2017-09-26 00:00:00,Standard Class,10035,New York City,United States,East,New York
2016-08-01 00:00:00,TEC-PH-10000011,TS-21205,2553,CA-2016-155978,2,0.2,1039.728,90.9762,259.932,1299.66,Thomas Seio,Corporate,Apple iPhone 5,Technology,Phones,2016-08-01 00:00:00,Same Day,92503,Riverside,United States,West,California
2015-12-27 00:00:00,TEC-PH-10000012,AH-10030,1183,CA-2015-130113,9,0.2,668.16,75.168,167.04,835.2,Aaron Hawkins,Corporate,Geemarc AmpliPOWER60,Technology,Phones,2015-12-31 00:00:00,Standard Class,94122,San Francisco,United States,West,California
2015-07-02 00:00:00,TEC-PH-10000012,FA-14230,1328,CA-2015-140718,1,0.2,74.24,8.352,18.56,92.8,Frank Atkinson,Corporate,Geemarc AmpliPOWER60,Technology,Phones,2015-07-04 00:00:00,First Class,27604,Raleigh,United States,South,North Carolina
2017-02-05 00:00:00,TEC-PH-10000012,FC-14335,2948,CA-2017-107517,5,0.2,371.2,41.76,92.8,464.0,Fred Chung,Corporate,Geemarc AmpliPOWER60,Technology,Phones,2017-02-09 00:00:00,Standard Class,90503,Torrance,United States,West,California
2017-06-25 00:00:00,TEC-PH-10000012,FM-14380,3478,CA-2017-134796,2,0.2,148.48,16.704,37.12,185.6,Fred McMath,Consumer,Geemarc AmpliPOWER60,Technology,Phones,2017-07-01 00:00:00,Standard Class,60440,Bolingbrook,United States,Central,Illinois
2017-10-30 00:00:00,TEC-PH-10000012,JK-15205,3263,CA-2017-123491,2,0.2,148.48,16.704,37.12,185.6,Jamie Kunitz,Consumer,Geemarc AmpliPOWER60,Technology,Phones,2017-11-05 00:00:00,Standard Class,94122,San Francisco,United States,West,California
2014-11-11 00:00:00,TEC-PH-10000012,KD-16270,746,CA-2014-165309,2,0.2,148.48,16.704,37.12,185.6,Karen Daniels,Consumer,Geemarc AmpliPOWER60,Technology,Phones,2014-11-15 00:00:00,Standard Class,77095,Houston,United States,Central,Texas
2014-05-30 00:00:00,TEC-PH-10000012,LW-16825,49,CA-2014-103429,5,0.0,464.0,134.56,0.0,464.0,Laurel Workman,Corporate,Geemarc AmpliPOWER60,Technology,Phones,2014-06-01 00:00:00,First Class,10024,New York City,United States,East,New York
2017-03-16 00:00:00,TEC-PH-10000012,MG-17650,3818,CA-2017-152135,8,0.4,445.44,-81.664,296.96,742.4,Matthew Grinstein,Home Office,Geemarc AmpliPOWER60,Technology,Phones,2017-03-18 00:00:00,Second Class,44107,Lakewood,United States,East,Ohio
2015-07-12 00:00:00,TEC-PH-10000012,RL-19615,1136,CA-2015-126557,2,0.2,148.48,16.704,37.12,185.6,Rob Lucas,Consumer,Geemarc AmpliPOWER60,Technology,Phones,2015-07-17 00:00:00,Second Class,60610,Chicago,United States,Central,Illinois
2016-09-10 00:00:00,TEC-PH-10000012,SC-20695,1878,CA-2016-112277,7,0.2,519.68,58.464,129.92,649.6,Steve Chapman,Corporate,Geemarc AmpliPOWER60,Technology,Phones,2016-09-15 00:00:00,Standard Class,33311,Fort Lauderdale,United States,South,Florida
2016-09-05 00:00:00,TEC-PH-10000012,TR-21325,2634,CA-2016-160815,3,0.0,278.4,80.736,0.0,278.4,Toby Ritter,Consumer,Geemarc AmpliPOWER60,Technology,Phones,2016-09-06 00:00:00,First Class,52402,Cedar Rapids,United States,Central,Iowa
2014-10-10 00:00:00,TEC-PH-10000013,CM-12715,50,CA-2014-103492,6,0.2,719.952,71.9952,179.988,899.94,Craig Molinari,Corporate,Motorola Droid Maxx,Technology,Phones,2014-10-15 00:00:00,Standard Class,77340,Huntsville,United States,Central,Texas
2014-11-18 00:00:00,TEC-PH-10000013,CS-11950,4310,US-2014-159926,6,0.4,539.964,-107.9928,359.976,899.94,Carlos Soltero,Consumer,Motorola Droid Maxx,Technology,Phones,2014-11-22 00:00:00,Standard Class,19140,Philadelphia,United States,East,Pennsylvania
2014-08-08 00:00:00,TEC-PH-10000013,MA-17560,293,CA-2014-124478,2,0.0,299.98,83.9944,0.0,299.98,Matt Abelman,Home Office,Motorola Droid Maxx,Technology,Phones,2014-08-12 00:00:00,Standard Class,48183,Trenton,United States,Central,Michigan
2014-04-02 00:00:00,TEC-PH-10000013,RD-19585,736,CA-2014-164315,7,0.0,1049.93,293.9804,0.0,1049.93,Rob Dowd,Consumer,Motorola Droid Maxx,Technology,Phones,2014-04-08 00:00:00,Standard Class,30605,Athens,United States,South,Georgia
2014-10-10 00:00:00,TEC-PH-10000014,CM-12715,50,CA-2014-103492,7,0.2,755.944,66.1451,188.986,944.93,Craig Molinari,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,2014-10-15 00:00:00,Standard Class,77340,Huntsville,United States,Central,Texas
2016-09-11 00:00:00,TEC-PH-10000014,GD-14590,2022,CA-2016-121223,9,0.4,728.946,-157.9383,485.964,1214.91,Giulietta Dortch,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,2016-09-13 00:00:00,Second Class,19143,Philadelphia,United States,East,Pennsylvania
2015-12-10 00:00:00,TEC-PH-10000014,KM-16225,4404,US-2015-138093,1,0.0,134.99,36.4473,0.0,134.99,Kalyca Meade,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,2015-12-16 00:00:00,Standard Class,21215,Baltimore,United States,East,Maryland
2014-03-19 00:00:00,TEC-PH-10000014,MC-17605,60,CA-2014-103989,3,0.2,323.976,28.3479,80.994,404.97,Matt Connell,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,2014-03-21 00:00:00,First Class,33801,Lakeland,United States,South,Florida
2015-06-29 00:00:00,TEC-PH-10000014,NF-18475,4331,US-2015-100069,2,0.0,269.98,72.8946,0.0,269.98,Neil Französisch,Home Office,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,2015-07-03 00:00:00,Standard Class,68104,Omaha,United States,Central,Nebraska
2017-08-21 00:00:00,TEC-PH-10000014,PR-18880,4734,US-2017-109253,4,0.2,431.968,37.7972,107.992,539.96,Patrick Ryan,Consumer,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,2017-08-22 00:00:00,First Class,94601,Oakland,United States,West,California
2016-03-03 00:00:00,TEC-PH-10000015,AA-10315,1752,CA-2016-103982,3,0.2,431.976,32.3982,107.994,539.97,Alex Avila,Consumer,Polycom VVX 310 VoIP phone,Technology,Phones,2016-03-08 00:00:00,Standard Class,78664,Round Rock,United States,Central,Texas
2014-07-19 00:00:00,TEC-PH-10000015,CA-12310,4282,US-2014-150434,2,0.0,359.98,93.5948,0.0,359.98,Christine Abelman,Corporate,Polycom VVX 310 VoIP phone,Technology,Phones,2014-07-24 00:00:00,Standard Class,6010,Bristol,United States,East,Connecticut
2015-09-18 00:00:00,TEC-PH-10000015,KH-16630,913,CA-2015-109575,7,0.0,1259.93,327.5818,0.0,1259.93,Ken Heidel,Corporate,Polycom VVX 310 VoIP phone,Technology,Phones,2015-09-23 00:00:00,Standard Class,20735,Clinton,United States,East,Maryland
2016-09-10 00:00:00,TEC-PH-10000015,KT-16480,2401,CA-2016-146206,5,0.2,719.96,53.997,179.99,899.95,Kean Thornton,Consumer,Polycom VVX 310 VoIP phone,Technology,Phones,2016-09-14 00:00:00,Second Class,77095,Houston,United States,Central,Texas
2014-07-11 00:00:00,TEC-PH-10000015,MN-17935,275,CA-2014-123225,4,0.2,575.968,43.1976,143.992,719.96,Michael Nguyen,Consumer,Polycom VVX 310 VoIP phone,Technology,Phones,2014-07-14 00:00:00,First Class,79907,El Paso,United States,Central,Texas
2014-08-25 00:00:00,TEC-PH-10000015,MW-18220,53,CA-2014-103660,7,0.2,1007.944,75.5958,251.986,1259.93,Mitch Webber,Consumer,Polycom VVX 310 VoIP phone,Technology,Phones,2014-08-30 00:00:00,Standard Class,98103,Seattle,United States,West,Washington
2017-10-21 00:00:00,TEC-PH-10000015,SL-20155,3706,CA-2017-145884,8,0.0,1439.92,374.3792,0.0,1439.92,Sara Luxemburg,Home Office,Polycom VVX 310 VoIP phone,Technology,Phones,2017-10-21 00:00:00,Same Day,74403,Muskogee,United States,Central,Oklahoma
2015-01-27 00:00:00,TEC-PH-10000015,SV-20365,1677,CA-2015-168746,4,0.4,431.976,-100.7944,287.984,719.96,Seth Vernon,Consumer,Polycom VVX 310 VoIP phone,Technology,Phones,2015-01-29 00:00:00,Second Class,44105,Cleveland,United States,East,Ohio
2014-05-11 00:00:00,TEC-PH-10000016,PG-18895,58,CA-2014-103849,1,0.2,100.792,6.2995,25.198,125.99,Paul Gonzalez,Consumer,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,2014-05-16 00:00:00,Standard Class,76106,Fort Worth,United States,Central,Texas
2015-11-01 00:00:00,TEC-PH-10000016,VD-21670,979,CA-2015-113145,4,0.0,503.96,125.99,0.0,503.96,Valerie Dominguez,Consumer,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,2015-11-05 00:00:00,Standard Class,10011,New York City,United States,East,New York
2017-12-03 00:00:00,TEC-PH-10000017,CS-12460,3760,CA-2017-148691,1,0.0,136.99,36.9873,0.0,136.99,Chuck Sachs,Consumer,AT&T 1080 Corded phone,Technology,Phones,2017-12-09 00:00:00,Standard Class,10009,New York City,United States,East,New York
2017-12-27 00:00:00,TEC-PH-10000017,DR-12880,3470,CA-2017-134404,2,0.4,164.388,-35.6174,109.592,273.98,Dan Reichenbach,Corporate,AT&T 1080 Corded phone,Technology,Phones,2017-12-27 00:00:00,Same Day,43055,Newark,United States,East,Ohio
